Genres,Type,Source,Studios,Rating,Episodes
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
"comedy, slice of life",ona,manga,triopen studio,g - all ages,18.0
"comedy, slice of life",ona,manga,triopen studio,g - all ages,18.0
"comedy, slice of life",ona,manga,lidenfilms,pg-13 - teens 13 or older,10.0
sports,special,game,tms entertainment,pg-13 - teens 13 or older,1.0
"action, supernatural",ona,web manga,qiyuan yinghua,r - 17+ (violence & profanity),12.0
action,tv,manga,bones,pg-13 - teens 13 or older,25.0
unknown,tv,game,unknown,pg - children,30.0
hentai,special,visual novel,anime antenna iinkai,rx - hentai,1.0
"action, fantasy",tv,manga,ufotable,r - 17+ (violence & profanity),7.0
"action, fantasy, romance",tv,light novel,j.c.staff,pg-13 - teens 13 or older,13.0
"comedy, sci-fi, ecchi",special,original,unknown,pg-13 - teens 13 or older,1.0
fantasy,movie,original,studio colorido,g - all ages,1.0
comedy,ona,game,scooter films,pg-13 - teens 13 or older,10.0
unknown,ona,unknown,sunrise,g - all ages,1.0
fantasy,ona,game,"anima, kamikaze douga",pg-13 - teens 13 or older,2.0
hentai,ova,manga,mousou senka,rx - hentai,4.0
hentai,ova,manga,studio 1st,rx - hentai,2.0
hentai,ova,manga,studio 1st,rx - hentai,2.0
hentai,ona,web manga,unknown,rx - hentai,2.0
fantasy,ona,novel,soyep,pg-13 - teens 13 or older,160.0
"award winning, drama",movie,original,unknown,r - 17+ (violence & profanity),1.0
unknown,tv,original,unknown,pg - children,57.0
unknown,tv,original,unknown,pg - children,10.0
unknown,special,original,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,tv,unknown,unknown,pg - children,26.0
unknown,tv,original,unknown,pg - children,52.0
fantasy,tv,original,unknown,pg - children,26.0
unknown,tv,original,unknown,pg - children,26.0
"sci-fi, sports",tv,mixed media,lidenfilms,r - 17+ (violence & profanity),12.0
unknown,tv,original,unknown,pg - children,26.0
unknown,tv,original,unknown,pg - children,26.0
sports,ona,other,unknown,g - all ages,5.0
"award winning, slice of life",movie,original,unknown,pg-13 - teens 13 or older,1.0
award winning,movie,original,unknown,pg-13 - teens 13 or older,1.0
fantasy,ona,original,wit studio,pg-13 - teens 13 or older,1.0
"comedy, fantasy, romance",tv,light novel,maho film,pg-13 - teens 13 or older,12.0
"adventure, fantasy, romance",tv,light novel,j.c.staff,pg-13 - teens 13 or older,12.0
"action, fantasy, romance",tv,light novel,unknown,pg-13 - teens 13 or older,2.0
"drama, girls love, romance",ona,novel,red dog culture house,pg-13 - teens 13 or older,7.0
"comedy, sci-fi",ona,original,unknown,pg-13 - teens 13 or older,2.0
"action, sci-fi",ona,manga,ask animation studio,pg-13 - teens 13 or older,2.0
action,ona,original,unknown,pg-13 - teens 13 or older,2.0
hentai,ova,original,nur,rx - hentai,2.0
unknown,music,other,unknown,g - all ages,12.0
hentai,ona,manga,shion,rx - hentai,2.0
comedy,ona,original,piso studio,pg-13 - teens 13 or older,50.0
comedy,tv,original,unknown,g - all ages,12.0
unknown,music,original,kamitsubaki studio,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
comedy,special,other,unknown,g - all ages,1.0
"action, adventure, fantasy, sci-fi",tv,manga,j.c.staff,pg-13 - teens 13 or older,2.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"comedy, mystery",tv,manga,tms entertainment,pg-13 - teens 13 or older,12.0
"mystery, slice of life",tv,manga,tms entertainment,pg-13 - teens 13 or older,6.0
"action, fantasy",music,original,unknown,g - all ages,1.0
"action, sci-fi",ona,original,"seven stone entertainment, triopen studio",pg-13 - teens 13 or older,12.0
unknown,music,original,composition inc.,pg-13 - teens 13 or older,1.0
fantasy,ona,original,unknown,pg-13 - teens 13 or older,15.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,book,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,other,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
supernatural,music,original,unknown,g - all ages,1.0
supernatural,music,original,unknown,pg-13 - teens 13 or older,1.0
supernatural,music,original,unknown,g - all ages,1.0
romance,music,novel,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"avant garde, horror",ona,original,"ilca, drawiz",pg-13 - teens 13 or older,1.0
romance,music,music,unknown,pg-13 - teens 13 or older,1.0
adventure,movie,unknown,unknown,pg - children,1.0
"comedy, gourmet",movie,unknown,unknown,g - all ages,1.0
hentai,ova,manga,rabbit gate,rx - hentai,2.0
comedy,tv,original,dle,g - all ages,4.0
supernatural,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
romance,music,novel,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,other,unknown,g - all ages,1.0
fantasy,tv,card game,zexcs,pg-13 - teens 13 or older,50.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,movie,original,unknown,g - all ages,1.0
unknown,music,other,sunrise,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
drama,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,r - 17+ (violence & profanity),1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
sci-fi,special,novel,sunrise,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,r - 17+ (violence & profanity),1.0
unknown,music,original,unknown,g - all ages,1.0
"adventure, slice of life",ona,original,unknown,g - all ages,1.0
fantasy,music,original,unknown,g - all ages,1.0
"action, adventure, comedy, mystery",special,manga,tms entertainment,pg-13 - teens 13 or older,1.0
unknown,ona,light novel,8bit,pg-13 - teens 13 or older,1.0
mystery,music,original,unknown,pg-13 - teens 13 or older,1.0
sports,tv,manga,"m.s.c, studio kai",pg-13 - teens 13 or older,13.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
comedy,ona,original,"lan studio, kung fu frog animation",pg-13 - teens 13 or older,18.0
"girls love, romance",movie,original,unknown,r+ - mild nudity,1.0
"comedy, slice of life",special,other,unknown,g - all ages,2.0
unknown,music,original,unknown,g - all ages,1.0
"action, adventure, fantasy",ona,web novel,motion magic,pg-13 - teens 13 or older,2.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"boys love, slice of life, erotica",ona,web manga,unknown,pg-13 - teens 13 or older,2.0
fantasy,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
comedy,music,original,unknown,g - all ages,1.0
comedy,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,ona,original,"toei animation, dangun pictures",pg-13 - teens 13 or older,1.0
"sci-fi, slice of life",movie,original,unknown,g - all ages,1.0
slice of life,movie,original,unknown,g - all ages,1.0
supernatural,TV,game,unknown,pg-13 - teens 13 or older,2.0
comedy,tv,original,dle,pg-13 - teens 13 or older,13.0
slice of life,tv,original,unknown,pg - children,12.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
romance,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
hentai,ova,manga,blue bread,rx - hentai,2.0
unknown,special,unknown,unknown,pg - children,1.0
"comedy, supernatural",movie,original,unknown,r - 17+ (violence & profanity),1.0
action,tv,manga,"pierrot, studio signpost",r - 17+ (violence & profanity),26.0
hentai,ova,light novel,breakbottle,rx - hentai,2.0
"adventure, fantasy",movie,unknown,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"action, comedy, supernatural",tv,web manga,bones,pg-13 - teens 13 or older,12.0
"action, adventure, comedy, fantasy",tv,light novel,emt squared,pg-13 - teens 13 or older,12.0
"fantasy, ecchi",ova,unknown,unknown,r+ - mild nudity,6.0
unknown,music,music,unknown,g - all ages,1.0
unknown,movie,manga,nut,pg-13 - teens 13 or older,1.0
"action, fantasy",tv,light novel,passione,pg-13 - teens 13 or older,2.0
sports,tv,original,lidenfilms,pg-13 - teens 13 or older,12.0
"comedy, supernatural",movie,game,olm,pg - children,1.0
hentai,ova,manga,t-rex,rx - hentai,2.0
"adventure, comedy",tv,book,"ajia-do, bandai namco pictures",pg - children,25.0
"action, comedy, fantasy",ona,web novel,unknown,pg-13 - teens 13 or older,126.0
comedy,tv,web manga,olm,pg-13 - teens 13 or older,12.0
"boys love, comedy, drama, romance, slice of life",ona,web manga,unknown,pg-13 - teens 13 or older,12.0
comedy,ona,original,unknown,pg-13 - teens 13 or older,1.0
slice of life,tv,other,sunrise,pg-13 - teens 13 or older,12.0
"mystery, sci-fi",tv,original,cloverworks,pg-13 - teens 13 or older,12.0
"action, fantasy",tv,game,yostar pictures,pg-13 - teens 13 or older,8.0
"award winning, slice of life",movie,original,unknown,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",ona,novel,"original force, wonder cat animation",pg-13 - teens 13 or older,51.0
hentai,ona,web manga,staple entertainment,rx - hentai,8.0
sports,special,original,yostar pictures,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
"comedy, fantasy",ona,novel,unknown,g - all ages,95.0
sci-fi,music,game,cloverworks,g - all ages,1.0
"adventure, comedy, fantasy, romance",tv,light novel,studio elle,pg-13 - teens 13 or older,12.0
"drama, slice of life",tv,light novel,studio kai,pg-13 - teens 13 or older,12.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,1.0
"action, fantasy",ona,web novel,unknown,pg-13 - teens 13 or older,94.0
unknown,music,original,unknown,pg-13 - teens 13 or older,1.0
unknown,ona,other,unknown,pg-13 - teens 13 or older,13.0
"action, drama",ona,original,nice boat animation,pg-13 - teens 13 or older,30.0
fantasy,movie,picture book,unknown,pg-13 - teens 13 or older,2.0
fantasy,movie,picture book,unknown,pg-13 - teens 13 or older,1.0
hentai,ova,visual novel,t-rex,rx - hentai,2.0
avant garde,music,original,unknown,g - all ages,1.0
"romance, supernatural",music,manga,"toei animation, studio deen",pg-13 - teens 13 or older,1.0
"action, comedy, fantasy, mystery",ona,web manga,unknown,pg-13 - teens 13 or older,12.0
avant garde,movie,original,vcrworks,pg-13 - teens 13 or older,1.0
avant garde,music,original,vcrworks,g - all ages,1.0
avant garde,special,original,vcrworks,g - all ages,1.0
romance,movie,original,vcrworks,g - all ages,1.0
slice of life,movie,original,vcrworks,g - all ages,1.0
avant garde,movie,original,vcrworks,r+ - mild nudity,1.0
sports,tv,original,bandai namco pictures,pg-13 - teens 13 or older,13.0
"comedy, romance",ona,original,unknown,pg-13 - teens 13 or older,2.0
comedy,tv,web manga,doga kobo,g - all ages,2.0
hentai,ova,visual novel,teatro nishi tokyo studio,rx - hentai,1.0
"avant garde, drama",movie,manga,unknown,r - 17+ (violence & profanity),1.0
avant garde,movie,original,unknown,pg-13 - teens 13 or older,1.0
comedy,ona,manga,gambit,pg-13 - teens 13 or older,15.0
"action, award winning, comedy",tv,manga,"wit studio, cloverworks",pg-13 - teens 13 or older,12.0
slice of life,tv,game,akatsuki,pg-13 - teens 13 or older,8.0
"drama, fantasy, romance",ona,original,rocen,pg-13 - teens 13 or older,12.0
suspense,tv,manga,okuruto noboru,r - 17+ (violence & profanity),12.0
"action, adventure, fantasy, romance",ona,novel,ruo hong culture,pg-13 - teens 13 or older,104.0
"action, adventure, fantasy, romance",movie,light novel,a-1 pictures,pg-13 - teens 13 or older,1.0
"action, adventure, fantasy",ona,novel,unknown,r - 17+ (violence & profanity),18.0
"action, fantasy",tv,original,toei animation,g - all ages,45.0
fantasy,movie,original,unknown,g - all ages,1.0
"mystery, sci-fi",tv,mixed media,doga kobo,pg-13 - teens 13 or older,12.0
comedy,tv,manga,"space neko company, jinnan studio",pg-13 - teens 13 or older,12.0
"comedy, supernatural",tv,manga,madhouse,pg-13 - teens 13 or older,12.0
unknown,music,original,monofilmo,pg-13 - teens 13 or older,1.0
slice of life,ona,original,vcrworks,g - all ages,5.0
"boys love, fantasy",ona,web manga,aqua aris,pg-13 - teens 13 or older,3.0
fantasy,music,original,vcrworks,pg-13 - teens 13 or older,1.0
"comedy, slice of life",ona,web manga,tthunder animation,pg-13 - teens 13 or older,26.0
comedy,ona,web manga,unknown,g - all ages,13.0
comedy,ona,web manga,unknown,g - all ages,12.0
comedy,ona,original,unknown,g - all ages,41.0
comedy,ona,manga,unknown,g - all ages,34.0
comedy,ona,manga,unknown,g - all ages,34.0
"action, fantasy",movie,other,unknown,pg-13 - teens 13 or older,1.0
"action, fantasy",ona,novel,unknown,pg-13 - teens 13 or older,15.0
"avant garde, slice of life",movie,original,unknown,r+ - mild nudity,1.0
"action, adventure, fantasy, romance",tv,light novel,unknown,pg-13 - teens 13 or older,2.0
"comedy, romance",tv,manga,seven arcs,pg-13 - teens 13 or older,12.0
"adventure, fantasy, gourmet, slice of life",movie,other,unknown,g - all ages,1.0
"action, adventure, fantasy, supernatural",ona,manga,"marvy jack, alfred imageworks",pg-13 - teens 13 or older,1.0
unknown,music,music,unknown,g - all ages,1.0
unknown,music,original,unknown,g - all ages,2.0
fantasy,music,original,unknown,g - all ages,1.0
"adventure, comedy",movie,unknown,unknown,g - all ages,1.0
"adventure, comedy, sci-fi",movie,unknown,unknown,g - all ages,1.0
adventure,movie,original,unknown,g - all ages,1.0
fantasy,music,web manga,unknown,pg-13 - teens 13 or older,1.0
comedy,ona,manga,a-1 pictures,pg-13 - teens 13 or older,1.0
"drama, slice of life",movie,original,myung films,pg-13 - teens 13 or older,1.0
"action, mystery, supernatural",tv,manga,bones,r - 17+ (violence & profanity),13.0
hentai,special,manga,seven,rx - hentai,1.0
supernatural,music,original,unknown,g - all ages,1.0
comedy,tv,manga,cloverworks,pg-13 - teens 13 or older,13.0
"drama, mystery",ona,manga,mappa,pg-13 - teens 13 or older,6.0
"action, adventure, fantasy",ona,original,unknown,pg-13 - teens 13 or older,156.0
"romance, supernatural",tv,manga,lidenfilms,pg-13 - teens 13 or older,13.0
comedy,ona,original,lico,pg-13 - teens 13 or older,103.0
"comedy, fantasy, ecchi",tv,manga,"seven, wolfsbane",r+ - mild nudity,12.0
fantasy,ona,original,g-angle,pg-13 - teens 13 or older,1.0
unknown,music,original,unknown,g - all ages,1.0
"drama, fantasy, ecchi",special,light novel,studio bind,r - 17+ (violence & profanity),1.0
avant garde,movie,original,unknown,r+ - mild nudity,1.0
unknown,ova,unknown,unknown,g - all ages,1.0
"action, fantasy",ona,novel,soyep,pg-13 - teens 13 or older,60.0
sports,tv,manga,"magic bus, emt squared",pg-13 - teens 13 or older,13.0
comedy,tv,web manga,p.a. works,pg-13 - teens 13 or older,12.0
fantasy,ona,original,enishiya,pg-13 - teens 13 or older,1.0
"action, supernatural",tv,manga,bandai namco pictures,pg-13 - teens 13 or older,12.0
"action, adventure, comedy, drama",special,unknown,unknown,pg-13 - teens 13 or older,9.0
comedy,ona,game,unknown,g - all ages,2.0
"action, fantasy, ecchi",tv,manga,seven arcs,pg-13 - teens 13 or older,2.0
fantasy,music,original,unknown,g - all ages,1.0
"action, fantasy, supernatural",ona,novel,unknown,pg-13 - teens 13 or older,38.0
"action, adventure, drama, fantasy, supernatural",ona,web novel,unknown,pg-13 - teens 13 or older,2.0
"action, adventure, comedy",ona,manga,unknown,pg-13 - teens 13 or older,13.0
"comedy, supernatural",ona,original,l²studio,pg-13 - teens 13 or older,12.0
"comedy, romance",ona,manga,unknown,pg-13 - teens 13 or older,24.0
"adventure, comedy, fantasy",ona,novel,pb animation co. ltd.,pg-13 - teens 13 or older,12.0
